recording,whistle_type_chr,start_time,end_time,recording_duration,whistle_type,whistle_name
Exp_17_Feb_2020_1545pm,SW_Neo_Category_20,581.37136174823,582.24174001557,3300,1,Whistle1431
Exp_17_Feb_2020_1545pm,SW_Neo_Category_20,125.782260076913,126.455320682974,3300,1,Whistle1437
Exp_17_Jan_2020_1145am,SW_Neo_Category_20,885.092764979323,886.136283497841,3300,1,Whistle1440
Exp_17_Jan_2020_1545pm,SW_Neo_Category_20,585.557833963775,586.61673226886,3300,1,Whistle1443
Exp_17_Jan_2020_1545pm,SW_Neo_Category_20,939.984605724747,940.972806561567,3300,1,Whistle1446
Exp_17_Jan_2020_1545pm,SW_Neo_Category_20,942.87507207958,943.792824827806,3300,1,Whistle1447
Exp_17_Jan_2020_1545pm,SW_Neo_Category_20,517.967980474957,518.819992923089,3300,1,Whistle1451
Exp_17_Nov_2019_1545pm,SW_Neo_Category_20,437.945573517499,438.451160109678,3600,1,Whistle1457
Exp_19_Nov_2019_1545pm,SW_Neo_Category_20,914.224644881324,915.5775103784,3600,1,Whistle1469
Exp_20_Nov_2019_1545pm,SW_Neo_Category_20,939.944139405421,940.751126304984,3600,1,Whistle1490
Exp_22_Nov_2019_1145am,SW_Neo_Category_20,1105.84456980369,1106.89803134215,3600,1,Whistle1494
Exp_17_Nov_2019_1545pm,SW_Neo_Category_20,418.561164336568,419.809486484219,3600,1,Whistle15
Exp_22_Nov_2019_1545pm,SW_Neo_Category_20,982.334285080544,983.522508077059,3000,1,Whistle1504
Exp_23_Nov_2019_1345pm,SW_Neo_Category_20,472.668254877898,473.761537320646,3000,1,Whistle1513
Exp_26_Nov_2019_1345pm,SW_Neo_Category_20,639.193941564057,640.237091170356,3000,1,Whistle1525
Exp_26_Nov_2019_1345pm,SW_Neo_Category_20,805.979240123681,806.852638181933,3000,1,Whistle1529
Exp_26_Nov_2019_1345pm,SW_Neo_Category_20,577.66525838975,578.756894475377,3000,1,Whistle1530
Exp_27_Nov_2019_1545pm,SW_Neo_Category_20,495.104018052441,495.834936419788,3000,1,Whistle1534
Exp_28_Nov_2019_0945am,SW_Neo_Category_20,1035.80028300199,1036.5872472877,3000,1,Whistle1537
Exp_28_Nov_2019_0945am,SW_Neo_Category_20,1034.18437791072,1034.96838953862,3000,1,Whistle1538
Exp_28_Nov_2019_1545pm,SW_Neo_Category_20,112.626687159995,113.425321039777,3000,1,Whistle1543
Exp_11_Dec_2019_1145am,SW_Neo_Category_20,545.07665174743,545.986654505014,3300,1,Whistle1569
Exp_11_Dec_2019_1545pm,SW_Neo_Category_20,51.3951557428962,52.1101579095694,3300,1,Whistle1570
Exp_12_Mar_2020_1345pm,SW_Neo_Category_20,671.832239440798,672.792242640809,3000,1,Whistle1576
Exp_12_Mar_2020_1345pm,SW_Neo_Category_20,68.9602298674329,69.8052326841089,3000,1,Whistle1577
Exp_12_Mar_2020_1345pm,SW_Neo_Category_20,83.1052770175901,83.9852799509332,3000,1,Whistle1579
Exp_12_Mar_2020_1545pm,SW_Neo_Category_20,824.977749925833,825.762752542508,3000,1,Whistle1581
Exp_14_Jan_2020_0945am,SW_Neo_Category_20,132.865402622432,133.910405789108,3300,1,Whistle1590
Exp_15_Jan_2020_0945am,SW_Neo_Category_20,686.182079339634,687.187082385098,3300,1,Whistle1602
Exp_15_Jan_2020_1345pm,SW_Neo_Category_20,587.876781444792,588.571783550859,3300,1,Whistle1605
Exp_15_Jan_2020_1345pm,SW_Neo_Category_20,590.906790626638,591.951793793314,3300,1,Whistle1606
Exp_15_Jan_2020_1545pm,SW_Neo_Category_20,568.151721671884,568.646723171888,3300,1,Whistle1608
Exp_16_Dec_2019_1345pm,SW_Neo_Category_20,591.306791838763,592.351795005439,3300,1,Whistle1611
Exp_16_Feb_2020_1345pm,SW_Neo_Category_20,946.897869387483,947.807872145067,3300,1,Whistle1614
Exp_17_Feb_2020_1145am,SW_Neo_Category_20,713.487162082309,714.532165248986,3300,1,Whistle1631
Exp_17_Jan_2020_1545pm,SW_Neo_Category_20,607.971842338916,609.016845505592,3300,1,Whistle1640
Exp_26_Nov_2019_1345pm,SW_Neo_Category_20,635.617118723729,636.572121907073,3000,1,Whistle1670
Exp_28_Nov_2019_1545pm,SW_Neo_Category_20,507.866692888976,508.736695788986,3000,1,Whistle1673
Exp_17_Nov_2019_1545pm,SW_Neo_Category_20,514.886767338336,516.145156600081,3600,1,Whistle17
Exp_13_Dec_2019_1545pm,SW_Neo_Category_20,477.456446837718,477.871448095297,3300,1,Whistle1714
Exp_22_Nov_2019_1145am,SW_Neo_Category_20,412.941147614299,413.354412920421,3600,1,Whistle1730
Exp_21_Nov_2019_0545am,SW_Neo_Category_20,1163.50323195342,1164.06823352287,3600,1,Whistle1767
Exp_19_Nov_2019_1345pm,SW_Neo_Category_20,1024.56784602179,1025.16284767458,3600,1,Whistle178
13-11-19-1221,SW_Neo_Category_20,1252.99383738034,1254.33173877747,3600,1,Whistle1792
Exp_02_Jan_2020_1245pm,SW_Neo_Category_20,3229.62978736299,3230.64726884447,3300,1,Whistle1793
Exp_02_Mar_2020_0845am,SW_Neo_Category_20,20.8639265292116,21.6783287031247,3000,1,Whistle1794
Exp_02_Mar_2020_0845am,SW_Neo_Category_20,126.606070832238,127.42663397217,3000,1,Whistle1795
Exp_02_Mar_2020_0845am,SW_Neo_Category_20,128.536278357965,129.46229142986,3000,1,Whistle1796
Exp_02_Mar_2020_0845am,SW_Neo_Category_20,112.221034462054,113.087341391236,3000,1,Whistle1798
Exp_02_Mar_2020_0845am,SW_Neo_Category_20,122.056080960223,123.002747626889,3000,1,Whistle1799
Exp_02_Mar_2020_0845am,SW_Neo_Category_20,125.051227912201,125.937173858147,3000,1,Whistle1800
Exp_02_Mar_2020_0845am,SW_Neo_Category_20,158.396495893696,159.337528151761,3000,1,Whistle1801
Exp_02_Mar_2020_0845am,SW_Neo_Category_20,140.155713718938,141.360389145075,3000,1,Whistle1802
13-11-19-1221,SW_Neo_Category_20,1221.00839224553,1222.14796851672,3600,1,Whistle1804
Exp_02_Mar_2020_1545pm,SW_Neo_Category_20,503.747524000193,504.779449675868,3000,1,Whistle1808
Exp_02_Mar_2020_1545pm,SW_Neo_Category_20,507.442316822306,508.378435243359,3000,1,Whistle1809
Exp_02_Mar_2020_1545pm,SW_Neo_Category_20,516.132369677365,517.04931624225,3000,1,Whistle1810
Exp_01_Feb_2020_1145am,SW_Neo_Category_20,354.257518349252,355.152195131841,3300,1,Whistle1811
Exp_02_Mar_2020_1545pm,SW_Neo_Category_20,520.618376039324,521.418298639943,3000,1,Whistle1812
Exp_02_Mar_2020_1545pm,SW_Neo_Category_20,596.883941719427,597.83983019982,3000,1,Whistle1814
Exp_02_Mar_2020_1545pm,SW_Neo_Category_20,606.647872032633,607.408449792473,3000,1,Whistle1815
Exp_02_Mar_2020_1545pm,SW_Neo_Category_20,609.297614171669,610.2591620812,3000,1,Whistle1816
Exp_02_Mar_2020_1545pm,SW_Neo_Category_20,620.488131546485,621.373978722565,3000,1,Whistle1817
Exp_02_Mar_2020_1545pm,SW_Neo_Category_20,672.913235904536,673.834963845713,3000,1,Whistle1818
Exp_02_Mar_2020_1545pm,SW_Neo_Category_20,532.377902688029,533.384000249005,3000,1,Whistle1819
Exp_03_Feb_2020_0945am,SW_Neo_Category_20,92.2610855807803,93.4735546532777,3300,1,Whistle1821
Exp_03_Feb_2020_0945am,SW_Neo_Category_20,84.7308976610832,85.642338942222,3300,1,Whistle1822
Exp_01_Feb_2020_1145am,SW_Neo_Category_20,529.678496328055,530.935064842928,3300,1,Whistle1825
Exp_03_Feb_2020_1345pm,SW_Neo_Category_20,434.423730713153,435.470170341636,3300,1,Whistle1827
Exp_03_Feb_2020_1345pm,SW_Neo_Category_20,457.207158224359,458.319271735881,3300,1,Whistle1828
Exp_03_Feb_2020_1345pm,SW_Neo_Category_20,461.831854458788,462.914998398182,3300,1,Whistle1829
Exp_03_Feb_2020_1345pm,SW_Neo_Category_20,659.863796845208,660.885088221627,3300,1,Whistle1830
Exp_03_Feb_2020_1345pm,SW_Neo_Category_20,667.037825353118,668.110607173373,3300,1,Whistle1831
Exp_03_Feb_2020_1345pm,SW_Neo_Category_20,424.537305703088,425.448070034298,3300,1,Whistle1832
Exp_03_Feb_2020_1345pm,SW_Neo_Category_20,878.959035383533,879.773974407923,3300,1,Whistle1833
Exp_03_Feb_2020_1345pm,SW_Neo_Category_20,426.182390223334,427.188494135935,3300,1,Whistle1834
Exp_03_Feb_2020_1345pm,SW_Neo_Category_20,447.772367135425,448.68346141152,3300,1,Whistle1835
Exp_03_Feb_2020_1345pm,SW_Neo_Category_20,877.888788359872,878.723849335482,3300,1,Whistle1836
Exp_01_Feb_2020_1145am,SW_Neo_Category_20,344.653905259595,345.302961863368,3300,1,Whistle1837
Exp_03_Jan_2020_1145am,SW_Neo_Category_20,2012.10748893202,2012.85145027338,3300,1,Whistle1839
Exp_03_Jan_2020_1145am,SW_Neo_Category_20,2168.3320219608,2169.21923507555,3300,1,Whistle1842
Exp_03_Jan_2020_1145am,SW_Neo_Category_20,1950.60948939916,1951.45065176078,3300,1,Whistle1844
Exp_03_Mar_2020_1345pm,SW_Neo_Category_20,1099.75126327075,1100.37451786392,3000,1,Whistle1849
Exp_01_Feb_2020_1145am,SW_Neo_Category_20,2929.61458044564,2930.47664656134,3300,1,Whistle1853
Exp_03_Mar_2020_1345pm,SW_Neo_Category_20,444.662185852189,445.68339380326,3000,1,Whistle1855
Exp_01_Feb_2020_1145am,SW_Neo_Category_20,360.091969775625,361.023219775625,3300,1,Whistle1856
Exp_01_Feb_2020_1145am,SW_Neo_Category_20,498.487342012592,499.479461334192,3300,1,Whistle1857
Exp_01_Feb_2020_1145am,SW_Neo_Category_20,506.367064387545,507.443731054212,3300,1,Whistle1858
Exp_04_Feb_2020_0945am,SW_Neo_Category_20,2776.87680277311,2777.82676857035,3300,1,Whistle1859
Exp_01_Feb_2020_1145am,SW_Neo_Category_20,519.202898789426,520.204839810042,3300,1,Whistle1860
Exp_01_Feb_2020_1145am,SW_Neo_Category_20,559.112545584116,560.079354094754,3300,1,Whistle1861
Exp_04_Feb_2020_0945am,SW_Neo_Category_20,2778.39587873323,2779.13680615259,3300,1,Whistle1863
Exp_04_Feb_2020_0945am,SW_Neo_Category_20,2788.2658945127,2789.42804621549,3300,1,Whistle1865
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,151.366258827026,152.354079448494,3300,1,Whistle1866
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,138.305822216138,139.357835638957,3300,1,Whistle1867
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,141.597533915972,142.56850914817,3300,1,Whistle1868
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,145.177173429281,146.203489218754,3300,1,Whistle1869
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,333.061639635344,334.01828991215,3300,1,Whistle1872
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,337.511777720081,338.47781545593,3300,1,Whistle1873
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,935.869726157082,936.855800589487,3300,1,Whistle1874
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,14.6654098575791,15.8842419743674,3300,1,Whistle1875
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,32.5756741256269,33.6977987262659,3300,1,Whistle1876
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,73.5802235764351,74.7124583031232,3300,1,Whistle1877
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,130.460395940594,131.73851940971,3300,1,Whistle1878
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,23.3509254873731,24.6638910933183,3300,1,Whistle1879
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,158.85160945933,159.89292043494,3300,1,Whistle1880
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,174.091594695982,175.248606891104,3300,1,Whistle1881
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,249.991946587292,251.08356244095,3300,1,Whistle1882
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,937.053937175641,938.014760346373,3300,1,Whistle1883
Exp_04_Feb_2020_1545pm,SW_Neo_Category_20,938.153970981638,939.089641713345,3300,1,Whistle1884
Exp_04_Jan_2020_0945am,SW_Neo_Category_20,1744.71866707828,1745.64979928717,3300,1,Whistle1885
Exp_04_Jan_2020_0945am,SW_Neo_Category_20,904.179165303438,904.984348690709,3300,1,Whistle1886
Exp_04_Jan_2020_0945am,SW_Neo_Category_20,910.217758841693,911.480529739526,3300,1,Whistle1887
Exp_04_Jan_2020_0945am,SW_Neo_Category_20,1746.5302931221,1747.33021572272,3300,1,Whistle1889
Exp_04_Jan_2020_0945am,SW_Neo_Category_20,1747.73615449116,1748.41162957619,3300,1,Whistle1890
Exp_04_Jan_2020_0945am,SW_Neo_Category_20,1773.27037415265,1774.11637415265,3300,1,Whistle1891
Exp_01_Feb_2020_1145am,SW_Neo_Category_20,339.076882779278,339.772012890802,3300,1,Whistle1892
Exp_04_Jan_2020_0945am,SW_Neo_Category_20,1794.18110386496,1795.05662767448,3300,1,Whistle1893
Exp_01_Feb_2020_1145am,SW_Neo_Category_20,2507.16897010235,2507.91477402391,3300,1,Whistle1896
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,1624.11486444773,1624.98440422761,3300,1,Whistle1897
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,1747.58714194597,1748.54223178972,3300,1,Whistle1898
Exp_17_Nov_2019_1545pm,SW_Neo_Category_20,530.804526330769,532.081447311695,3600,1,Whistle19
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,1757.15124363799,1757.9720033553,3300,1,Whistle1902
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,1828.017319638,1828.68735751679,3300,1,Whistle1903
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,2148.75153226051,2149.6171765601,3300,1,Whistle1905
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,2149.86759954284,2150.67758925518,3300,1,Whistle1906
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,2224.16193711596,2224.8821706887,3300,1,Whistle1907
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,2227.67888631912,2228.61967579281,3300,1,Whistle1908
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,2228.8426220238,2229.75323157617,3300,1,Whistle1909
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,2374.33038615256,2375.43217340101,3300,1,Whistle1911
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,2377.97220658244,2378.97336757316,3300,1,Whistle1912
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,2409.7043141333,2410.53442249243,3300,1,Whistle1913
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,1678.87073860504,1679.71091426938,3300,1,Whistle1916
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,1396.79976937606,1397.64577562606,3300,1,Whistle1920
Exp_04_Jan_2020_1345pm,SW_Neo_Category_20,2385.66562332555,2386.56219159123,3300,1,Whistle1922
Exp_04_Jan_2020_1545pm,SW_Neo_Category_20,882.238058502275,883.114142418359,3300,1,Whistle1923
Exp_04_Mar_2020_1145am,SW_Neo_Category_20,228.6761874463,229.492442272555,3000,1,Whistle1924
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,102.707852019973,103.613430580344,3000,1,Whistle1925
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,103.725346417821,104.736569328038,3000,1,Whistle1926
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,511.332585948403,512.330172155299,3000,1,Whistle1927
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,524.668236371928,525.714682708357,3000,1,Whistle1928
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,651.208055277644,652.330640311658,3000,1,Whistle1929
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,657.003162429523,658.10576659619,3000,1,Whistle1930
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,660.583687875451,661.529508308887,3000,1,Whistle1931
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,105.007423871237,105.973368143683,3000,1,Whistle1933
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,676.113007432171,677.074548528061,3000,1,Whistle1934
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,107.971593284533,109.290326617866,3000,1,Whistle1936
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,1150.33453849982,1151.26639035167,3000,1,Whistle1939
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,1162.38548432004,1163.28099515595,3000,1,Whistle1940
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,1143.02500885087,1143.91056090134,3000,1,Whistle1941
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,1171.14483948022,1172.02548464151,3000,1,Whistle1942
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,112.586596067105,113.552455823202,3000,1,Whistle1943
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,113.686612334597,114.527179001263,3000,1,Whistle1944
Exp_04_Mar_2020_1345pm,SW_Neo_Category_20,1135.32466691996,1136.20560530273,3000,1,Whistle1945
Exp_04_Mar_2020_1545pm,SW_Neo_Category_20,877.273914508758,878.320779195226,3000,1,Whistle1948
Exp_04_Mar_2020_1545pm,SW_Neo_Category_20,878.869045837118,879.714905593215,3000,1,Whistle1949
Exp_04_Mar_2020_1545pm,SW_Neo_Category_20,880.71875387032,881.52470182571,3000,1,Whistle1950
Exp_04_Mar_2020_1545pm,SW_Neo_Category_20,888.073607524891,888.939463959132,3000,1,Whistle1951
Exp_04_Mar_2020_1545pm,SW_Neo_Category_20,889.558385240305,890.409294331214,3000,1,Whistle1952
Exp_04_Mar_2020_1545pm,SW_Neo_Category_20,854.663777680926,855.479563395211,3000,1,Whistle1954
Exp_04_Mar_2020_1545pm,SW_Neo_Category_20,869.17883481459,870.070470933504,3000,1,Whistle1955
Exp_05_Dec_2019_0945am,SW_Neo_Category_20,134.290448301494,135.336894637924,3000,1,Whistle1956
Exp_05_Dec_2019_0945am,SW_Neo_Category_20,139.315929197834,140.080635080187,3000,1,Whistle1957
Exp_05_Dec_2019_0945am,SW_Neo_Category_20,142.666089653331,143.713598678602,3000,1,Whistle1958
Exp_05_Dec_2019_1545pm,SW_Neo_Category_20,232.651762080477,233.48740833898,3000,1,Whistle1961
Exp_05_Dec_2019_1545pm,SW_Neo_Category_20,250.696545428913,251.522085969453,3000,1,Whistle1962
Exp_05_Dec_2019_1545pm,SW_Neo_Category_20,591.682570107519,592.749236774185,3000,1,Whistle1964
Exp_05_Dec_2019_1545pm,SW_Neo_Category_20,618.542424477535,619.61101721424,3000,1,Whistle1965
Exp_05_Feb_2020_0945am,SW_Neo_Category_20,247.752145324186,248.793560668613,3300,1,Whistle1968
Exp_05_Feb_2020_0945am,SW_Neo_Category_20,469.622551189457,470.538099969944,3300,1,Whistle1969
Exp_05_Feb_2020_1545pm,SW_Neo_Category_20,375.570471405077,376.651120327868,3300,1,Whistle1971
Exp_05_Feb_2020_1545pm,SW_Neo_Category_20,402.158683687702,403.07077913909,3300,1,Whistle1973
Exp_05_Feb_2020_1545pm,SW_Neo_Category_20,337.816718432396,339.160989265729,3300,1,Whistle1974
Exp_05_Feb_2020_1545pm,SW_Neo_Category_20,390.552483767729,391.614016275469,3300,1,Whistle1975
Exp_05_Feb_2020_1545pm,SW_Neo_Category_20,395.976866882425,396.927866882425,3300,1,Whistle1976
Exp_05_Feb_2020_1545pm,SW_Neo_Category_20,258.651185689503,259.895200288043,3300,1,Whistle1978
Exp_05_Feb_2020_1545pm,SW_Neo_Category_20,284.387007331629,285.629654390453,3300,1,Whistle1979
Exp_05_Feb_2020_1545pm,SW_Neo_Category_20,293.261894872981,294.378663165664,3300,1,Whistle1980
Exp_05_Feb_2020_1545pm,SW_Neo_Category_20,381.61704164659,382.572840363561,3300,1,Whistle1981
Exp_01_Feb_2020_1545pm,SW_Neo_Category_20,595.622916101429,596.815439910953,3300,1,Whistle1984
Exp_01_Feb_2020_1545pm,SW_Neo_Category_20,485.361471398398,486.373649969827,3300,1,Whistle1985
Exp_01_Feb_2020_1545pm,SW_Neo_Category_20,515.482232402343,516.671533419403,3300,1,Whistle1986
Exp_01_Feb_2020_1545pm,SW_Neo_Category_20,520.112092588355,521.339963556097,3300,1,Whistle1987
Exp_01_Feb_2020_1545pm,SW_Neo_Category_20,535.252369593453,536.234309095232,3300,1,Whistle1990
Exp_01_Feb_2020_1545pm,SW_Neo_Category_20,609.057828264764,609.959108966518,3300,1,Whistle1991
Exp_01_Feb_2020_1545pm,SW_Neo_Category_20,636.711930036152,637.794805494027,3300,1,Whistle1992
Exp_01_Feb_2020_1545pm,SW_Neo_Category_20,647.812922955241,649.276932243166,3300,1,Whistle1993
Exp_01_Feb_2020_1545pm,SW_Neo_Category_20,706.377929407596,707.404364738826,3300,1,Whistle1994
Exp_01_Feb_2020_1545pm,SW_Neo_Category_20,716.562172006582,717.695727139662,3300,1,Whistle1997
Exp_05_Mar_2020_1545pm,SW_Neo_Category_20,41.6508299399375,42.8134286241481,3000,1,Whistle1999
Exp_26_Nov_2019_1345pm,SW_Neo_Category_20,925.719650444872,926.82681656865,3000,1,Whistle20
Exp_05_Mar_2020_1545pm,SW_Neo_Category_20,348.901934974724,349.842947836461,3000,1,Whistle2000
Exp_01_Feb_2020_1545pm,SW_Neo_Category_20,720.542967331131,721.338862853519,3300,1,Whistle2001
Exp_05_Mar_2020_1545pm,SW_Neo_Category_20,406.332245511931,407.411322754163,3000,1,Whistle2002
Exp_05_Mar_2020_1545pm,SW_Neo_Category_20,455.947365546114,457.306496669425,3000,1,Whistle2003
